id,category,question,expected_status,tags
sem_0028,semantic_having_lte,teams with at most 3 wins against Collingwood,plan,"having,lte"
sem_0029,semantic_having_lte,teams with at most 3 losses against Collingwood,plan,"having,lte"
sem_0030,semantic_having_lte,teams with at most 3 draws against Collingwood,plan,"having,lte"
sem_0031,semantic_having_lte,teams with at most 5 wins against Collingwood,plan,"having,lte"
sem_0032,semantic_having_lte,teams with at most 5 losses against Collingwood,plan,"having,lte"
sem_0033,semantic_having_lte,teams with at most 5 draws against Collingwood,plan,"having,lte"
sem_0034,semantic_having_lte,teams with at most 10 wins against Collingwood,plan,"having,lte"
sem_0035,semantic_having_lte,teams with at most 10 losses against Collingwood,plan,"having,lte"
sem_0036,semantic_having_lte,teams with at most 10 draws against Collingwood,plan,"having,lte"
sem_0037,semantic_having_lte,teams with at most 2 wins against Essendon,plan,"having,lte"
sem_0038,semantic_having_lte,teams with at most 2 losses against Essendon,plan,"having,lte"
sem_0039,semantic_having_lte,teams with at most 2 draws against Essendon,plan,"having,lte"
sem_0040,semantic_having_lte,teams with at most 3 wins against Essendon,plan,"having,lte"
sem_0041,semantic_having_other_ops,teams with at least 2 wins against Richmond,plan,"having,gte"
sem_0042,semantic_having_other_ops,teams with more than 2 wins against Richmond,plan,"having,gt"
sem_0043,semantic_having_other_ops,teams with less than 2 wins against Richmond,plan,"having,lt"
sem_0044,semantic_having_other_ops,teams with fewer than 2 wins against Richmond,plan,"having,lt"
sem_0045,semantic_having_other_ops,teams with exactly 2 wins against Richmond,plan,"having,eq"
sem_0046,semantic_having_other_ops,teams with at least 5 wins against Richmond,plan,"having,gte"
sem_0047,semantic_having_other_ops,teams with more than 5 wins against Richmond,plan,"having,gt"
sem_0048,semantic_having_other_ops,teams with less than 5 wins against Richmond,plan,"having,lt"
sem_0049,semantic_having_other_ops,teams with fewer than 5 wins against Richmond,plan,"having,lt"
sem_0050,semantic_having_other_ops,teams with exactly 5 wins against Richmond,plan,"having,eq"
sem_0051,semantic_having_other_ops,teams with at least 10 wins against Richmond,plan,"having,gte"
sem_0052,semantic_having_other_ops,teams with more than 10 wins against Richmond,plan,"having,gt"
sem_0053,semantic_having_other_ops,teams with less than 10 wins against Richmond,plan,"having,lt"
sem_0054,semantic_having_other_ops,teams with fewer than 10 wins against Richmond,plan,"having,lt"
sem_0055,semantic_having_other_ops,teams with exactly 10 wins against Richmond,plan,"having,eq"
sem_0056,semantic_having_other_ops,teams with at least 2 wins against Carlton,plan,"having,gte"
sem_0057,semantic_having_other_ops,teams with more than 2 wins against Carlton,plan,"having,gt"
sem_0058,semantic_having_other_ops,teams with less than 2 wins against Carlton,plan,"having,lt"
sem_0059,semantic_having_other_ops,teams with fewer than 2 wins against Carlton,plan,"having,lt"
sem_0060,semantic_having_other_ops,teams with exactly 2 wins against Carlton,plan,"having,eq"
sem_0061,semantic_having_other_ops,teams with at least 5 wins against Carlton,plan,"having,gte"
sem_0062,semantic_having_other_ops,teams with more than 5 wins against Carlton,plan,"having,gt"
sem_0063,semantic_having_other_ops,teams with less than 5 wins against Carlton,plan,"having,lt"
sem_0064,semantic_having_other_ops,teams with fewer than 5 wins against Carlton,plan,"having,lt"
sem_0065,semantic_having_other_ops,teams with exactly 5 wins against Carlton,plan,"having,eq"
sem_0066,semantic_having_other_ops,teams with at least 10 wins against Carlton,plan,"having,gte"
sem_0067,semantic_having_other_ops,teams with more than 10 wins against Carlton,plan,"having,gt"
sem_0068,semantic_having_other_ops,teams with less than 10 wins against Carlton,plan,"having,lt"
sem_0069,semantic_having_other_ops,teams with fewer than 10 wins against Carlton,plan,"having,lt"
sem_0070,semantic_having_other_ops,teams with exactly 10 wins against Carlton,plan,"having,eq"
sem_0071,semantic_having_other_ops,teams with at least 2 wins against Collingwood,plan,"having,gte"
sem_0072,semantic_having_other_ops,teams with more than 2 wins against Collingwood,plan,"having,gt"
sem_0073,semantic_having_other_ops,teams with less than 2 wins against Collingwood,plan,"having,lt"
sem_0074,semantic_having_other_ops,teams with fewer than 2 wins against Collingwood,plan,"having,lt"
sem_0075,semantic_having_other_ops,teams with exactly 2 wins against Collingwood,plan,"having,eq"
sem_0076,semantic_having_other_ops,teams with at least 5 wins against Collingwood,plan,"having,gte"
sem_0077,semantic_having_other_ops,teams with more than 5 wins against Collingwood,plan,"having,gt"
sem_0078,semantic_having_other_ops,teams with less than 5 wins against Collingwood,plan,"having,lt"
sem_0079,semantic_having_other_ops,teams with fewer than 5 wins against Collingwood,plan,"having,lt"
sem_0080,semantic_having_other_ops,teams with exactly 5 wins against Collingwood,plan,"having,eq"
sem_0081,semantic_head_to_head_record,Richmond v Carlton head to head,plan,"head_to_head,record"
sem_0082,semantic_head_to_head_record,Richmond vs Carlton head to head,plan,"head_to_head,record"
sem_0083,semantic_head_to_head_record,Richmond record against Carlton,plan,"head_to_head,record"
sem_0084,semantic_head_to_head_record,Richmond record versus Carlton,plan,"head_to_head,record"
sem_0085,semantic_head_to_head_record,Richmond v Collingwood head to head,plan,"head_to_head,record"
sem_0086,semantic_head_to_head_record,Richmond vs Collingwood head to head,plan,"head_to_head,record"
sem_0087,semantic_head_to_head_record,Richmond record against Collingwood,plan,"head_to_head,record"
sem_0088,semantic_head_to_head_record,Richmond record versus Collingwood,plan,"head_to_head,record"
sem_0089,semantic_head_to_head_record,Richmond v Essendon head to head,plan,"head_to_head,record"
sem_0090,semantic_head_to_head_record,Richmond vs Essendon head to head,plan,"head_to_head,record"
sem_0091,semantic_head_to_head_record,Richmond record against Essendon,plan,"head_to_head,record"
sem_0092,semantic_head_to_head_record,Richmond record versus Essendon,plan,"head_to_head,record"
sem_0093,semantic_head_to_head_record,Richmond v Geelong head to head,plan,"head_to_head,record"
sem_0094,semantic_head_to_head_record,Richmond vs Geelong head to head,plan,"head_to_head,record"
sem_0095,semantic_head_to_head_record,Richmond record against Geelong,plan,"head_to_head,record"
sem_0096,semantic_head_to_head_record,Richmond record versus Geelong,plan,"head_to_head,record"
sem_0097,semantic_head_to_head_record,Richmond v Hawthorn head to head,plan,"head_to_head,record"
sem_0098,semantic_head_to_head_record,Richmond vs Hawthorn head to head,plan,"head_to_head,record"
sem_0099,semantic_head_to_head_record,Richmond record against Hawthorn,plan,"head_to_head,record"
sem_0100,semantic_head_to_head_record,Richmond record versus Hawthorn,plan,"head_to_head,record"
sem_0101,semantic_head_to_head_record,Richmond v Melbourne head to head,plan,"head_to_head,record"
sem_0102,semantic_head_to_head_record,Richmond vs Melbourne head to head,plan,"head_to_head,record"
sem_0103,semantic_head_to_head_record,Richmond record against Melbourne,plan,"head_to_head,record"
sem_0104,semantic_head_to_head_record,Richmond record versus Melbourne,plan,"head_to_head,record"
sem_0105,semantic_head_to_head_record,Richmond v North Melbourne head to head,plan,"head_to_head,record"
sem_0106,semantic_head_to_head_record,Richmond vs North Melbourne head to head,plan,"head_to_head,record"
sem_0107,semantic_head_to_head_record,Richmond record against North Melbourne,plan,"head_to_head,record"
sem_0108,semantic_head_to_head_record,Richmond record versus North Melbourne,plan,"head_to_head,record"
sem_0109,semantic_head_to_head_record,Richmond v St Kilda head to head,plan,"head_to_head,record"
sem_0110,semantic_head_to_head_record,Richmond vs St Kilda head to head,plan,"head_to_head,record"
sem_0111,semantic_head_to_head_record,Richmond record against St Kilda,plan,"head_to_head,record"
sem_0112,semantic_head_to_head_record,Richmond record versus St Kilda,plan,"head_to_head,record"
sem_0113,semantic_head_to_head_record,Richmond v Western Bulldogs head to head,plan,"head_to_head,record"
sem_0114,semantic_head_to_head_record,Richmond vs Western Bulldogs head to head,plan,"head_to_head,record"
sem_0115,semantic_head_to_head_record,Richmond record against Western Bulldogs,plan,"head_to_head,record"
sem_0116,semantic_head_to_head_record,Richmond record versus Western Bulldogs,plan,"head_to_head,record"
sem_0117,semantic_head_to_head_record,Richmond v Sydney head to head,plan,"head_to_head,record"
sem_0118,semantic_head_to_head_record,Richmond vs Sydney head to head,plan,"head_to_head,record"
sem_0119,semantic_head_to_head_record,Richmond record against Sydney,plan,"head_to_head,record"
sem_0120,semantic_head_to_head_record,Richmond record versus Sydney,plan,"head_to_head,record"
sem_0121,semantic_head_to_head_compare,who has won more Richmond or Carlton,plan,"head_to_head,compare_wins"
sem_0122,semantic_head_to_head_compare,which team has won more Richmond or Carlton,plan,"head_to_head,compare_wins"
sem_0123,semantic_head_to_head_compare,who's won more Richmond or Carlton,plan,"head_to_head,compare_wins"
sem_0124,semantic_head_to_head_compare,who has won more Richmond or Collingwood,plan,"head_to_head,compare_wins"
sem_0125,semantic_head_to_head_compare,which team has won more Richmond or Collingwood,plan,"head_to_head,compare_wins"
sem_0126,semantic_head_to_head_compare,who's won more Richmond or Collingwood,plan,"head_to_head,compare_wins"
sem_0127,semantic_head_to_head_compare,who has won more Richmond or Essendon,plan,"head_to_head,compare_wins"
sem_0128,semantic_head_to_head_compare,which team has won more Richmond or Essendon,plan,"head_to_head,compare_wins"
sem_0129,semantic_head_to_head_compare,who's won more Richmond or Essendon,plan,"head_to_head,compare_wins"
sem_0130,semantic_head_to_head_compare,who has won more Richmond or Geelong,plan,"head_to_head,compare_wins"
sem_0131,semantic_head_to_head_compare,which team has won more Richmond or Geelong,plan,"head_to_head,compare_wins"
sem_0132,semantic_head_to_head_compare,who's won more Richmond or Geelong,plan,"head_to_head,compare_wins"
sem_0133,semantic_head_to_head_compare,who has won more Richmond or Hawthorn,plan,"head_to_head,compare_wins"
sem_0134,semantic_head_to_head_compare,which team has won more Richmond or Hawthorn,plan,"head_to_head,compare_wins"
sem_0135,semantic_head_to_head_compare,who's won more Richmond or Hawthorn,plan,"head_to_head,compare_wins"
sem_0136,semantic_head_to_head_compare,who has won more Richmond or Melbourne,plan,"head_to_head,compare_wins"
sem_0137,semantic_head_to_head_compare,which team has won more Richmond or Melbourne,plan,"head_to_head,compare_wins"
sem_0138,semantic_head_to_head_compare,who's won more Richmond or Melbourne,plan,"head_to_head,compare_wins"
sem_0139,semantic_head_to_head_compare,who has won more Richmond or North Melbourne,plan,"head_to_head,compare_wins"
sem_0140,semantic_head_to_head_compare,which team has won more Richmond or North Melbourne,plan,"head_to_head,compare_wins"
sem_0141,semantic_head_to_head_compare,who's won more Richmond or North Melbourne,plan,"head_to_head,compare_wins"
sem_0142,semantic_head_to_head_compare,who has won more Richmond or St Kilda,plan,"head_to_head,compare_wins"
sem_0143,semantic_head_to_head_compare,which team has won more Richmond or St Kilda,plan,"head_to_head,compare_wins"
sem_0144,semantic_head_to_head_compare,who's won more Richmond or St Kilda,plan,"head_to_head,compare_wins"
sem_0145,semantic_head_to_head_compare,who has won more Richmond or Western Bulldogs,plan,"head_to_head,compare_wins"
sem_0146,semantic_head_to_head_compare,which team has won more Richmond or Western Bulldogs,plan,"head_to_head,compare_wins"
sem_0147,semantic_head_to_head_compare,who's won more Richmond or Western Bulldogs,plan,"head_to_head,compare_wins"
sem_0148,semantic_head_to_head_compare,who has won more Richmond or Sydney,plan,"head_to_head,compare_wins"
sem_0149,semantic_head_to_head_compare,which team has won more Richmond or Sydney,plan,"head_to_head,compare_wins"
sem_0150,semantic_head_to_head_compare,who's won more Richmond or Sydney,plan,"head_to_head,compare_wins"
sem_0151,semantic_head_to_head_compare,who has won more Richmond or Brisbane Lions,plan,"head_to_head,compare_wins"
sem_0152,semantic_head_to_head_compare,which team has won more Richmond or Brisbane Lions,plan,"head_to_head,compare_wins"
sem_0153,semantic_head_to_head_compare,who's won more Richmond or Brisbane Lions,plan,"head_to_head,compare_wins"
sem_0154,semantic_head_to_head_compare,who has won more Richmond or Adelaide,plan,"head_to_head,compare_wins"
sem_0155,semantic_head_to_head_compare,which team has won more Richmond or Adelaide,plan,"head_to_head,compare_wins"
sem_0156,semantic_head_to_head_compare,who's won more Richmond or Adelaide,plan,"head_to_head,compare_wins"
sem_0157,semantic_head_to_head_compare,who has won more Richmond or Port Adelaide,plan,"head_to_head,compare_wins"
sem_0158,semantic_head_to_head_compare,which team has won more Richmond or Port Adelaide,plan,"head_to_head,compare_wins"
sem_0159,semantic_head_to_head_compare,who's won more Richmond or Port Adelaide,plan,"head_to_head,compare_wins"
sem_0160,semantic_head_to_head_compare,who has won more Richmond or West Coast,plan,"head_to_head,compare_wins"
sem_0161,semantic_draw_count_between,how many draws between Richmond and Carlton,plan,"head_to_head,draw_count,between"
sem_0162,semantic_draw_count_between,number of draws between Richmond and Carlton,plan,"head_to_head,draw_count,between"
sem_0163,semantic_draw_count_between,how many draws between Richmond and Collingwood,plan,"head_to_head,draw_count,between"
sem_0164,semantic_draw_count_between,number of draws between Richmond and Collingwood,plan,"head_to_head,draw_count,between"
sem_0165,semantic_draw_count_between,how many draws between Richmond and Essendon,plan,"head_to_head,draw_count,between"
sem_0166,semantic_draw_count_between,number of draws between Richmond and Essendon,plan,"head_to_head,draw_count,between"
sem_0167,semantic_draw_count_between,how many draws between Richmond and Geelong,plan,"head_to_head,draw_count,between"
sem_0168,semantic_draw_count_between,number of draws between Richmond and Geelong,plan,"head_to_head,draw_count,between"
sem_0169,semantic_draw_count_between,how many draws between Richmond and Hawthorn,plan,"head_to_head,draw_count,between"
sem_0170,semantic_draw_count_between,number of draws between Richmond and Hawthorn,plan,"head_to_head,draw_count,between"
sem_0171,semantic_draw_count_between,how many draws between Richmond and Melbourne,plan,"head_to_head,draw_count,between"
sem_0172,semantic_draw_count_between,number of draws between Richmond and Melbourne,plan,"head_to_head,draw_count,between"
sem_0173,semantic_draw_count_between,how many draws between Richmond and North Melbourne,plan,"head_to_head,draw_count,between"
sem_0174,semantic_draw_count_between,number of draws between Richmond and North Melbourne,plan,"head_to_head,draw_count,between"
sem_0175,semantic_draw_count_between,how many draws between Richmond and St Kilda,plan,"head_to_head,draw_count,between"
sem_0176,semantic_draw_count_between,number of draws between Richmond and St Kilda,plan,"head_to_head,draw_count,between"
sem_0177,semantic_draw_count_between,how many draws between Richmond and Western Bulldogs,plan,"head_to_head,draw_count,between"
sem_0178,semantic_draw_count_between,number of draws between Richmond and Western Bulldogs,plan,"head_to_head,draw_count,between"
sem_0179,semantic_draw_count_between,how many draws between Richmond and Sydney,plan,"head_to_head,draw_count,between"
sem_0180,semantic_draw_count_between,number of draws between Richmond and Sydney,plan,"head_to_head,draw_count,between"
sem_0181,semantic_draw_count_between,how many draws between Richmond and Brisbane Lions,plan,"head_to_head,draw_count,between"
sem_0182,semantic_draw_count_between,number of draws between Richmond and Brisbane Lions,plan,"head_to_head,draw_count,between"
sem_0183,semantic_draw_count_between,how many draws between Richmond and Adelaide,plan,"head_to_head,draw_count,between"
sem_0184,semantic_draw_count_between,number of draws between Richmond and Adelaide,plan,"head_to_head,draw_count,between"
sem_0185,semantic_draw_count_between,how many draws between Richmond and Port Adelaide,plan,"head_to_head,draw_count,between"
sem_0186,semantic_draw_count_between,number of draws between Richmond and Port Adelaide,plan,"head_to_head,draw_count,between"
sem_0187,semantic_draw_count_between,how many draws between Richmond and West Coast,plan,"head_to_head,draw_count,between"
sem_0188,semantic_draw_count_between,number of draws between Richmond and West Coast,plan,"head_to_head,draw_count,between"
sem_0189,semantic_draw_count_between,how many draws between Richmond and Fremantle,plan,"head_to_head,draw_count,between"
sem_0190,semantic_draw_count_between,number of draws between Richmond and Fremantle,plan,"head_to_head,draw_count,between"
sem_0191,semantic_draw_count_between,how many draws between Richmond and GWS,plan,"head_to_head,draw_count,between"
sem_0192,semantic_draw_count_between,number of draws between Richmond and GWS,plan,"head_to_head,draw_count,between"
sem_0193,semantic_draw_count_between,how many draws between Richmond and Gold Coast,plan,"head_to_head,draw_count,between"
sem_0194,semantic_draw_count_between,number of draws between Richmond and Gold Coast,plan,"head_to_head,draw_count,between"
sem_0195,semantic_draw_count_between,how many draws between Carlton and Collingwood,plan,"head_to_head,draw_count,between"
sem_0196,semantic_draw_count_between,number of draws between Carlton and Collingwood,plan,"head_to_head,draw_count,between"
sem_0197,semantic_draw_count_between,how many draws between Carlton and Essendon,plan,"head_to_head,draw_count,between"
sem_0198,semantic_draw_count_between,number of draws between Carlton and Essendon,plan,"head_to_head,draw_count,between"
sem_0199,semantic_draw_count_between,how many draws between Carlton and Geelong,plan,"head_to_head,draw_count,between"
sem_0200,semantic_draw_count_between,number of draws between Carlton and Geelong,plan,"head_to_head,draw_count,between"
sem_0201,semantic_draw_count_against,Richmond draws against Carlton,plan,"head_to_head,draw_count,against"
sem_0202,semantic_draw_count_against,how many times have Richmond and Carlton drawn,plan,"head_to_head,draw_count,natural"
sem_0203,semantic_draw_count_against,Richmond draws against Collingwood,plan,"head_to_head,draw_count,against"
sem_0204,semantic_draw_count_against,how many times have Richmond and Collingwood drawn,plan,"head_to_head,draw_count,natural"
sem_0205,semantic_draw_count_against,Richmond draws against Essendon,plan,"head_to_head,draw_count,against"
sem_0206,semantic_draw_count_against,how many times have Richmond and Essendon drawn,plan,"head_to_head,draw_count,natural"
sem_0207,semantic_draw_count_against,Richmond draws against Geelong,plan,"head_to_head,draw_count,against"
sem_0208,semantic_draw_count_against,how many times have Richmond and Geelong drawn,plan,"head_to_head,draw_count,natural"
sem_0209,semantic_draw_count_against,Richmond draws against Hawthorn,plan,"head_to_head,draw_count,against"
sem_0210,semantic_draw_count_against,how many times have Richmond and Hawthorn drawn,plan,"head_to_head,draw_count,natural"
sem_0211,semantic_draw_count_against,Richmond draws against Melbourne,plan,"head_to_head,draw_count,against"
sem_0212,semantic_draw_count_against,how many times have Richmond and Melbourne drawn,plan,"head_to_head,draw_count,natural"
sem_0213,semantic_draw_count_against,Richmond draws against North Melbourne,plan,"head_to_head,draw_count,against"
sem_0214,semantic_draw_count_against,how many times have Richmond and North Melbourne drawn,plan,"head_to_head,draw_count,natural"
sem_0215,semantic_draw_count_against,Richmond draws against St Kilda,plan,"head_to_head,draw_count,against"
sem_0216,semantic_draw_count_against,how many times have Richmond and St Kilda drawn,plan,"head_to_head,draw_count,natural"
sem_0217,semantic_draw_count_against,Richmond draws against Western Bulldogs,plan,"head_to_head,draw_count,against"
sem_0218,semantic_draw_count_against,how many times have Richmond and Western Bulldogs drawn,plan,"head_to_head,draw_count,natural"
sem_0219,semantic_draw_count_against,Richmond draws against Sydney,plan,"head_to_head,draw_count,against"
sem_0220,semantic_draw_count_against,how many times have Richmond and Sydney drawn,plan,"head_to_head,draw_count,natural"
sem_0221,semantic_draw_count_against,Richmond draws against Brisbane Lions,plan,"head_to_head,draw_count,against"
sem_0222,semantic_draw_count_against,how many times have Richmond and Brisbane Lions drawn,plan,"head_to_head,draw_count,natural"
sem_0223,semantic_draw_count_against,Richmond draws against Adelaide,plan,"head_to_head,draw_count,against"
sem_0224,semantic_draw_count_against,how many times have Richmond and Adelaide drawn,plan,"head_to_head,draw_count,natural"
sem_0225,semantic_draw_count_against,Richmond draws against Port Adelaide,plan,"head_to_head,draw_count,against"
sem_0226,semantic_draw_count_against,how many times have Richmond and Port Adelaide drawn,plan,"head_to_head,draw_count,natural"
sem_0227,semantic_draw_count_against,Richmond draws against West Coast,plan,"head_to_head,draw_count,against"
sem_0228,semantic_draw_count_against,how many times have Richmond and West Coast drawn,plan,"head_to_head,draw_count,natural"
sem_0229,semantic_draw_count_against,Richmond draws against Fremantle,plan,"head_to_head,draw_count,against"
sem_0230,semantic_draw_count_against,how many times have Richmond and Fremantle drawn,plan,"head_to_head,draw_count,natural"
sem_0231,semantic_draw_count_against,Richmond draws against GWS,plan,"head_to_head,draw_count,against"
sem_0232,semantic_draw_count_against,how many times have Richmond and GWS drawn,plan,"head_to_head,draw_count,natural"
sem_0233,semantic_draw_count_against,Richmond draws against Gold Coast,plan,"head_to_head,draw_count,against"
sem_0234,semantic_draw_count_against,how many times have Richmond and Gold Coast drawn,plan,"head_to_head,draw_count,natural"
sem_0235,semantic_draw_count_against,Carlton draws against Collingwood,plan,"head_to_head,draw_count,against"
sem_0236,semantic_draw_count_against,how many times have Carlton and Collingwood drawn,plan,"head_to_head,draw_count,natural"
sem_0237,semantic_draw_count_against,Carlton draws against Essendon,plan,"head_to_head,draw_count,against"
sem_0238,semantic_draw_count_against,how many times have Carlton and Essendon drawn,plan,"head_to_head,draw_count,natural"
sem_0239,semantic_draw_count_against,Carlton draws against Geelong,plan,"head_to_head,draw_count,against"
sem_0240,semantic_draw_count_against,how many times have Carlton and Geelong drawn,plan,"head_to_head,draw_count,natural"
sem_0241,semantic_last_draw,last draw between Richmond and Carlton,plan,"head_to_head,last_draw"
sem_0242,semantic_last_draw,most recent draw between Richmond and Carlton,plan,"head_to_head,last_draw"
sem_0243,semantic_last_draw,last draw between Richmond and Collingwood,plan,"head_to_head,last_draw"
sem_0244,semantic_last_draw,most recent draw between Richmond and Collingwood,plan,"head_to_head,last_draw"
sem_0245,semantic_last_draw,last draw between Richmond and Essendon,plan,"head_to_head,last_draw"
sem_0246,semantic_last_draw,most recent draw between Richmond and Essendon,plan,"head_to_head,last_draw"
sem_0247,semantic_last_draw,last draw between Richmond and Geelong,plan,"head_to_head,last_draw"
sem_0248,semantic_last_draw,most recent draw between Richmond and Geelong,plan,"head_to_head,last_draw"
sem_0249,semantic_last_draw,last draw between Richmond and Hawthorn,plan,"head_to_head,last_draw"
sem_0250,semantic_last_draw,most recent draw between Richmond and Hawthorn,plan,"head_to_head,last_draw"
sem_0251,semantic_last_draw,last draw between Richmond and Melbourne,plan,"head_to_head,last_draw"
sem_0252,semantic_last_draw,most recent draw between Richmond and Melbourne,plan,"head_to_head,last_draw"
sem_0253,semantic_last_draw,last draw between Richmond and North Melbourne,plan,"head_to_head,last_draw"
sem_0254,semantic_last_draw,most recent draw between Richmond and North Melbourne,plan,"head_to_head,last_draw"
sem_0255,semantic_last_draw,last draw between Richmond and St Kilda,plan,"head_to_head,last_draw"
sem_0256,semantic_last_draw,most recent draw between Richmond and St Kilda,plan,"head_to_head,last_draw"
sem_0257,semantic_last_draw,last draw between Richmond and Western Bulldogs,plan,"head_to_head,last_draw"
sem_0258,semantic_last_draw,most recent draw between Richmond and Western Bulldogs,plan,"head_to_head,last_draw"
sem_0259,semantic_last_draw,last draw between Richmond and Sydney,plan,"head_to_head,last_draw"
sem_0260,semantic_last_draw,most recent draw between Richmond and Sydney,plan,"head_to_head,last_draw"
sem_0261,semantic_last_draw,last draw between Richmond and Brisbane Lions,plan,"head_to_head,last_draw"
sem_0262,semantic_last_draw,most recent draw between Richmond and Brisbane Lions,plan,"head_to_head,last_draw"
sem_0263,semantic_last_draw,last draw between Richmond and Adelaide,plan,"head_to_head,last_draw"
sem_0264,semantic_last_draw,most recent draw between Richmond and Adelaide,plan,"head_to_head,last_draw"
sem_0265,semantic_last_draw,last draw between Richmond and Port Adelaide,plan,"head_to_head,last_draw"
sem_0266,semantic_last_draw,most recent draw between Richmond and Port Adelaide,plan,"head_to_head,last_draw"
sem_0267,semantic_last_draw,last draw between Richmond and West Coast,plan,"head_to_head,last_draw"
sem_0268,semantic_last_draw,most recent draw between Richmond and West Coast,plan,"head_to_head,last_draw"
sem_0269,semantic_last_draw,last draw between Richmond and Fremantle,plan,"head_to_head,last_draw"
sem_0270,semantic_last_draw,most recent draw between Richmond and Fremantle,plan,"head_to_head,last_draw"
sem_0271,semantic_last_draw,last draw between Richmond and GWS,plan,"head_to_head,last_draw"
sem_0272,semantic_last_draw,most recent draw between Richmond and GWS,plan,"head_to_head,last_draw"
sem_0273,semantic_last_draw,last draw between Richmond and Gold Coast,plan,"head_to_head,last_draw"
sem_0274,semantic_last_draw,most recent draw between Richmond and Gold Coast,plan,"head_to_head,last_draw"
sem_0275,semantic_last_draw,last draw between Carlton and Collingwood,plan,"head_to_head,last_draw"
sem_0276,semantic_last_draw,most recent draw between Carlton and Collingwood,plan,"head_to_head,last_draw"
sem_0277,semantic_last_draw,last draw between Carlton and Essendon,plan,"head_to_head,last_draw"
sem_0278,semantic_last_draw,most recent draw between Carlton and Essendon,plan,"head_to_head,last_draw"
sem_0279,semantic_last_draw,last draw between Carlton and Geelong,plan,"head_to_head,last_draw"
sem_0280,semantic_last_draw,most recent draw between Carlton and Geelong,plan,"head_to_head,last_draw"
sem_0281,semantic_club_career_games,Richmond career leader for games,plan,"player_career,club,games"
sem_0282,semantic_club_career_games,most career games for Richmond,plan,"player_career,club,games"
sem_0283,semantic_club_career_games,who has played the most games for Richmond,plan,"player_career,club,games"
sem_0284,semantic_club_career_games,Carlton career leader for games,plan,"player_career,club,games"
sem_0285,semantic_club_career_games,most career games for Carlton,plan,"player_career,club,games"
sem_0286,semantic_club_career_games,who has played the most games for Carlton,plan,"player_career,club,games"
sem_0287,semantic_club_career_games,Collingwood career leader for games,plan,"player_career,club,games"
sem_0288,semantic_club_career_games,most career games for Collingwood,plan,"player_career,club,games"
sem_0289,semantic_club_career_games,who has played the most games for Collingwood,plan,"player_career,club,games"
sem_0290,semantic_club_career_games,Essendon career leader for games,plan,"player_career,club,games"
sem_0291,semantic_club_career_games,most career games for Essendon,plan,"player_career,club,games"
sem_0292,semantic_club_career_games,who has played the most games for Essendon,plan,"player_career,club,games"
sem_0293,semantic_club_career_games,Geelong career leader for games,plan,"player_career,club,games"
sem_0294,semantic_club_career_games,most career games for Geelong,plan,"player_career,club,games"
sem_0295,semantic_club_career_games,who has played the most games for Geelong,plan,"player_career,club,games"
sem_0296,semantic_club_career_games,Hawthorn career leader for games,plan,"player_career,club,games"
sem_0297,semantic_club_career_games,most career games for Hawthorn,plan,"player_career,club,games"
sem_0298,semantic_club_career_games,who has played the most games for Hawthorn,plan,"player_career,club,games"
